# id, phi[0/pi], zeta[-90/90]
0,2.372391074647664,0.281776771861058
1,2.362933837102820,-0.814605012993606
2,2.837703149147039,-0.947336616536291
3,1.805065846357376,-0.257045878710730
4,0.860400866025999,-0.221259135792578
5,0.038901622819421,0.047428957903364
6,2.152843240083426,0.278253021787895
7,2.596682640655307,1.100418193785075
8,2.366305739125932,-0.102346431210779
9,0.147036015695610,-1.056849494524541
10,2.348662811228086,-0.777307962970277
11,1.335977643736986,-0.927138688774459
12,0.452119324365038,-0.946980093097139
13,1.665550825444983,-0.107814867764351
14,2.428510259025670,-0.855598941800995
15,2.341006485933391,-0.360223611233650
16,2.359239884855081,0.654376714384563
17,0.136714203924643,1.020185296021056
18,2.336241124789294,-0.168701860782189
19,0.935032124407157,-1.292043945221975
20,2.198674895392704,-0.081209046773339
21,1.686816312481460,-0.022277285775854
22,0.665048916493949,0.216039387261404
23,1.549043565878010,-0.234244584463318
24,2.095768804538847,-0.168842481696606
25,1.365077893743086,-0.955805439491861
26,0.233232180567491,0.695843149871788
27,1.500139715352628,-0.113370718654747
28,3.127294609142524,0.191040425157690
29,1.944769854639975,0.154218934000368
30,2.705749926616008,-0.048580532759088
31,2.587954054657737,-0.016427602794225
32,1.396780033023100,-0.389735251808482
33,0.933212245012677,0.045600480973874
34,1.146276071118972,0.555767773686583
35,0.959708358715494,0.381279020462221
36,2.290521494852594,0.306195572821742
37,2.564350914411694,0.611695166212580
38,2.048605910156045,0.628208023680208
39,1.264675335671341,1.061789485024203
40,1.092530931211298,-0.412692024052605
41,2.318912131452219,0.188882275268204
42,1.107858478972364,-0.807599167194448
43,1.962446904042737,0.186523738781566
44,1.638691986684718,0.227791787582668
45,0.185901595703052,-0.269332930632702
46,2.310133584033692,0.225419390821902
47,1.242532102800788,1.044595564440155
48,2.326806782703176,-0.570142860984030
49,1.662278667609522,-0.851542363779422
50,2.474052197368065,-0.559198223907663
51,0.290396551747705,0.894443063909770
52,1.482952817617820,-0.884782771489075
53,2.175361504160167,-0.841359140581168
54,2.262373485747795,0.211106581606981
55,1.118304354861758,0.567918673057037
56,2.918994179067250,1.448695653669343
57,1.226964238831397,-0.260107378021114
58,2.614667066208017,0.558429059627872
59,2.069451509154058,0.873818991434147
60,0.206226727077223,-0.358710017590934
61,0.920944047463643,-0.167827047191690
62,0.504469911640994,0.780212663626015
63,1.526380234594852,-0.431435556804766
64,2.572553947029408,-0.143130457078626
65,0.251090111653240,0.850952218419860
66,2.488008814807612,0.938266672734402
67,2.685736857516633,-1.242962123107550
68,2.339435042646235,-1.035093812714795
69,0.648226782652733,0.263164092413380
70,1.391089074896463,-0.340996848515030
71,1.120884765030317,0.421037254373953
72,1.063245049343188,0.506645110607586
73,0.514714495024808,0.309112206533180
74,0.255061857089723,-0.200417899869350
75,1.125992637692371,0.033506644167280
76,2.109894314716869,0.459601089081868
77,1.576346863630557,0.045628284133509
78,1.248164792893893,0.622937564709871
79,0.589403534443418,-0.305361985693724
80,1.742000756717111,-0.992786906834279
81,0.732844135057697,-0.135519942575729
82,1.486787835789455,-0.599934322654020
83,1.879437014450310,1.378218393807233
84,2.835866383063398,-0.242381257575128
85,1.514937556482147,-0.432112960293072
86,1.421578567759706,-0.389046893356558
87,0.908015817621177,-0.099153805657001
88,2.014391703793618,-1.065253645164634
89,1.604446565617057,-0.301558677911158
90,2.398692353551737,-0.141729560922813
91,0.626338941559422,-1.517170085504705
92,2.005042379011540,-0.474405154535000
93,0.563686569513551,0.924793439487891
94,2.504910855498616,-0.184063177108901
95,0.316873185874183,0.356805296515998
96,3.033147983832583,-0.475857864220444
97,0.233649563562640,0.268075498579783
98,1.803365350735485,-0.699382167889421
99,2.791578574029095,-0.108316135265317
100,0.322212615636417,-0.740741858741237
101,2.859434389436470,-0.089819195640136
102,2.564932295134700,-0.164898959837920
103,1.346119376658377,-0.360804003826919
104,0.323409518478217,-0.657760159358265
105,0.755796277086086,0.860883964196223
106,1.395384374272149,-0.625137383223379
107,0.509874335840465,-0.712273768052383
108,0.498205566394993,-0.854889661595403
109,0.662227687702402,1.128331982106865
110,1.338295332344514,-0.215370563751020
111,0.420710805728013,-0.835537023216332
112,1.256192371274863,-0.648631120723875
113,0.508492848990107,-0.336186117281305
114,2.656501965855226,0.306635108924876
115,1.023600974672613,1.020596252947797
116,1.221231472804675,0.182047677717818
117,1.595390362285334,-0.155942916274048
118,1.986610733529597,1.054054190096331
119,0.564119629067953,-0.150619862332868
120,2.597066575251636,0.290061460535831
121,0.253097005137105,0.587545858400520
122,1.987706977624456,0.957157902195145
123,0.724353587905277,0.822293488502903
124,0.680344190913833,-0.180174449198849
125,1.305844782627989,0.259126318187504
126,2.902590109081862,0.464777340174913
127,0.895496690494291,-0.690754854684697
128,0.779086302261002,-0.283062692456832
129,0.185822971704878,-0.762421514155608
130,0.139478526670885,-1.315935460753430
131,1.418440690607708,-0.559420646267728
132,0.085485001929002,-0.288978561294780
133,1.726475414286687,-0.710663447015834
134,2.167491774013250,0.616983541272917
135,1.607306288533490,-1.021382255494149
136,0.180665546904957,0.174650728912769
137,3.061881550194217,0.060983364188962
138,0.533551893179112,0.496522835005617
139,0.324981893577505,0.060189739723273
140,2.721877495955789,0.990317220952575
141,0.478949651989480,0.593920250180148
142,2.962938951649578,0.076611436384375
143,2.258277456260395,-0.773274834408899
144,3.082066733674871,-0.908329894712904
145,0.472091983692449,0.716958935838854
146,1.453740569961752,0.417437804721254
147,3.044242580933813,-0.070491550574101
148,0.093880291902635,1.140570492537025
149,2.084446248472797,-0.090598960504951
150,0.515642366402980,-0.917232694055030
151,0.477293981415345,0.890569364585283
152,0.477004014946286,-0.540219321848489
153,0.486348543239521,-0.134110227596768
154,1.934156373198130,-0.239509989235479
155,1.924552193912082,-0.386091416950949
156,2.831166934192568,0.465192223030986
157,2.212342901976844,-1.106859491301278
158,0.385775811674680,-0.300774574358592
159,2.858206063147714,-0.897359956107186
160,1.477206540050045,1.523242492769528
161,2.630675359033012,0.691687298923844
162,1.833879186559894,-0.094332288517478
163,2.699057341860873,0.247898223443388
164,2.014630130657817,-1.197659906632932
165,2.849303906398079,0.634672548699901
166,0.515297413732661,1.234661553489140
167,0.574873087434282,-0.760423749836917
168,1.843578365378347,0.853953440199915
169,1.756806201282566,-1.105110567543010
170,3.056359783425509,1.086873838369221
171,1.697963389007550,-0.882097956703524
172,1.269688015726639,0.733261127717622
